Country,Year,"Agriculture, hunting, forestry, fishing (ISIC A-B)",Construction (ISIC F),Exports of goods and services,Imports of goods and services,Manufacturing (ISIC D),"Mining, Manufacturing, Utilities (ISIC C-E)",Other Activities (ISIC J-P),"Transport, storage and communication (ISIC I)","Wholesale, retail trade, restaurants and hotels (ISIC G-H)",Gross National Income(GNI) in USD,Gross Domestic Product (GDP),Trade Balance,Sectoral Output
 Ukraine ,0.317944,-0.0569966,-0.171423,-0.153262,-0.147122,-0.142153,-0.147941,-0.137099,-0.116574,-0.148679,-0.146035,-0.14582,-0.0103071,-0.14442
 Ukraine ,0.385059,-0.0558557,-0.169366,-0.141136,-0.142716,-0.136235,-0.141207,-0.133542,-0.109293,-0.14526,-0.141565,-0.1411,0.0290041,-0.139612
 Ukraine ,0.452175,-0.0578154,-0.15928,-0.110843,-0.110213,-0.12647,-0.131548,-0.128802,-0.093403,-0.135414,-0.133754,-0.132919,0.0121982,-0.131445
 Ukraine ,0.519291,-0.0192769,-0.142121,-0.0414976,-0.0634188,-0.111118,-0.11705,-0.11783,-0.0762658,-0.121706,-0.118983,-0.117473,0.121438,-0.116549
 Ukraine ,0.586406,0.0031484,-0.131193,-0.0235496,-0.0224252,-0.0835889,-0.0855705,-0.107568,-0.0605572,-0.0985175,-0.0979394,-0.0951068,-0.00481347,-0.0967454
 Ukraine ,0.653522,0.00759004,-0.109747,0.00939683,0.0305383,-0.0577124,-0.0563796,-0.0942356,-0.0381542,-0.0757741,-0.076975,-0.0719885,-0.11733,-0.0759998
 Ukraine ,0.720638,0.038465,-0.0682436,0.0840608,0.130956,-0.0206064,-0.0120854,-0.0688519,-0.00266468,-0.0363924,-0.0407638,-0.034408,-0.267403,-0.0406822
 Ukraine ,0.787753,0.111561,-0.0749078,0.198222,0.276322,-0.00604236,0.0237043,-0.0415977,0.0308706,0.00977396,-0.00455258,0.00520389,-0.453137,-0.0095136
 Ukraine ,0.854869,0.014884,-0.137433,0.0312742,0.0456319,-0.0784511,-0.0691473,-0.078202,-0.0206499,-0.0545797,-0.0679222,-0.0618316,-0.0846352,-0.0716306
 Ukraine ,0.921985,0.0579156,-0.111635,0.0988507,0.130631,-0.0750869,-0.0509564,-0.0725201,-0.0102884,-0.0318953,-0.046799,-0.047612,-0.188967,-0.0590313
 Ukraine ,0.9891,0.138329,-0.101396,0.197675,0.255777,-0.0667861,-0.0261848,-0.0651178,0.0239536,0.00330226,-0.0216523,-0.0201883,-0.34606,-0.039613
 Ukraine ,1.05622,0.147375,-0.103009,0.212561,0.294727,-0.0531518,-0.0155217,-0.0496039,0.0242969,0.0093021,-0.00153498,-0.00698438,-0.477251,-0.0279304
 Ukraine ,1.12333,0.206069,-0.108421,0.18317,0.275791,-0.059611,-0.0217464,-0.0386705,0.0387076,0.0194634,0.00550609,0.000125445,-0.528351,-0.0211482
 Ukraine ,1.19045,0.14287,-0.1388,0.103854,0.131017,-0.0847001,-0.0670819,-0.0740853,-0.0287847,-0.0330517,-0.0508225,-0.0496433,-0.165087,-0.0639715
 Ukraine ,1.25756,0.0789398,-0.165283,0.00668137,0.0240663,-0.116547,-0.111413,-0.104863,-0.0660212,-0.0862727,-0.0882072,-0.0932865,-0.0967845,-0.10315
 Ukraine ,1.32468,0.078168,-0.163773,-0.00393763,0.0364251,-0.113228,-0.102968,-0.105018,-0.0646505,-0.0865052,-0.0887194,-0.0909252,-0.217973,-0.10102
 Ukraine ,1.39179,0.0896092,-0.152436,0.041353,0.0928624,-0.101501,-0.0845019,-0.0930481,-0.0462156,-0.0647,-0.0689281,-0.0719885,-0.285062,-0.0856303
 Ukraine ,1.45891,0.135804,-0.141105,0.0714623,0.137008,-0.0918239,-0.0664213,-0.0811343,-0.0230013,-0.0491059,-0.0508225,-0.0526904,-0.365111,-0.0697878
 Ukraine ,1.52603,0.148797,-0.117652,0.0957061,0.165817,-0.0830943,-0.051797,-0.0618274,0.0189533,-0.0242791,-0.0266817,-0.0293296,-0.393529,-0.0495797
 Ukraine ,1.59314,0.168267,-0.112154,0.0805697,0.0956424,-0.0876265,-0.0633718,-0.0575179,0.021071,-0.0152785,-0.0226582,-0.0262825,-0.0965717,-0.0483762
 Ukraine ,1.66026,0.334196,-0.0894175,0.199114,0.20987,-0.0598209,-0.00072627,-0.0418062,0.0498074,0.0285564,0.0216,0.0173922,-0.0929834,-0.0112054
 North Macedonia ,-0.420328,-0.187562,-0.19683,-0.264053,-0.249962,-0.176665,-0.193338,-0.152406,-0.167504,-0.178832,-0.180707,-0.182788,-0.0346121,-0.178206
 North Macedonia ,-0.353213,-0.18579,-0.198465,-0.26476,-0.25166,-0.177524,-0.194345,-0.151861,-0.167769,-0.179641,-0.180681,-0.182784,-0.0291934,-0.178421
 North Macedonia ,-0.286097,-0.184095,-0.198639,-0.261981,-0.249124,-0.177392,-0.194378,-0.152594,-0.167747,-0.179818,-0.180926,-0.182964,-0.0283479,-0.178687
 North Macedonia ,-0.218981,-0.186279,-0.198096,-0.262266,-0.248452,-0.177474,-0.194268,-0.151,-0.167543,-0.178741,-0.180684,-0.182736,-0.0334216,-0.177905
 North Macedonia ,-0.151866,-0.183491,-0.197437,-0.261844,-0.247382,-0.177314,-0.193931,-0.149359,-0.167324,-0.177641,-0.180066,-0.18213,-0.0369635,-0.176837
 North Macedonia ,-0.0847501,-0.180326,-0.196211,-0.261092,-0.246188,-0.176721,-0.1929,-0.150634,-0.166606,-0.176679,-0.178904,-0.180965,-0.0394502,-0.176757
 North Macedonia ,-0.0176345,-0.180436,-0.196384,-0.262044,-0.247115,-0.176752,-0.192918,-0.150784,-0.166732,-0.176632,-0.178982,-0.181031,-0.0394247,-0.176845
 North Macedonia ,0.0494812,-0.182494,-0.196882,-0.261455,-0.246284,-0.177185,-0.19347,-0.151409,-0.167095,-0.17734,-0.179742,-0.181771,-0.0408203,-0.177491
 North Macedonia ,0.116597,-0.182472,-0.196681,-0.2611,-0.24578,-0.177359,-0.193683,-0.151562,-0.166728,-0.177487,-0.179879,-0.181921,-0.0416733,-0.177601
 North Macedonia ,0.183713,-0.182542,-0.19701,-0.260799,-0.24618,-0.17736,-0.193695,-0.151484,-0.166312,-0.177457,-0.179778,-0.181822,-0.0379755,-0.17755
 North Macedonia ,0.250828,-0.183738,-0.196768,-0.260004,-0.244608,-0.177439,-0.19379,-0.151721,-0.166107,-0.177615,-0.179872,-0.181914,-0.0422589,-0.177715
 North Macedonia ,0.317944,-0.18422,-0.197174,-0.260918,-0.245788,-0.177473,-0.193902,-0.151626,-0.166366,-0.177594,-0.179893,-0.181978,-0.040687,-0.177754
 North Macedonia ,0.385059,-0.18305,-0.196749,-0.261068,-0.244407,-0.177436,-0.193931,-0.151486,-0.166372,-0.177297,-0.179601,-0.181664,-0.048856,-0.177598
 North Macedonia ,0.452175,-0.179034,-0.194533,-0.259289,-0.242579,-0.17684,-0.192875,-0.150877,-0.165707,-0.176509,-0.178682,-0.180722,-0.0494085,-0.176661
 North Macedonia ,0.519291,-0.176905,-0.19302,-0.257134,-0.23868,-0.176869,-0.192838,-0.150301,-0.165403,-0.175204,-0.177916,-0.179974,-0.0590932,-0.176086
 North Macedonia ,0.586406,-0.178076,-0.194387,-0.254654,-0.236778,-0.175883,-0.192142,-0.149755,-0.16484,-0.174524,-0.177411,-0.179389,-0.0564103,-0.175547
 North Macedonia ,0.653522,-0.177892,-0.191525,-0.252284,-0.233657,-0.175336,-0.191814,-0.14943,-0.164255,-0.173368,-0.176723,-0.178777,-0.0608215,-0.174943
 North Macedonia ,0.720638,-0.174722,-0.191237,-0.246081,-0.225845,-0.174469,-0.190796,-0.148044,-0.163141,-0.172725,-0.175603,-0.177278,-0.070447,-0.173737
 North Macedonia ,0.787753,-0.165071,-0.189817,-0.242618,-0.216943,-0.173785,-0.19009,-0.146961,-0.162108,-0.171885,-0.17375,-0.175681,-0.100115,-0.172448
 North Macedonia ,0.854869,-0.169013,-0.190398,-0.249475,-0.226149,-0.174588,-0.190672,-0.147161,-0.161889,-0.172003,-0.174207,-0.176197,-0.0864211,-0.172926
 North Macedonia ,0.921985,-0.16958,-0.190523,-0.245707,-0.224193,-0.174018,-0.189716,-0.147466,-0.162125,-0.172116,-0.17426,-0.176191,-0.07735,-0.17285
 North Macedonia ,0.9891,-0.168855,-0.190047,-0.238832,-0.216052,-0.172456,-0.188472,-0.14693,-0.161427,-0.170135,-0.173239,-0.175086,-0.0852487,-0.171806
 North Macedonia ,1.05622,-0.171186,-0.189847,-0.241826,-0.218378,-0.173614,-0.189521,-0.147152,-0.162006,-0.171094,-0.173971,-0.175848,-0.0883299,-0.172511
 North Macedonia ,1.12333,-0.166292,-0.185583,-0.240267,-0.217631,-0.173181,-0.188914,-0.146999,-0.16146,-0.168789,-0.172998,-0.174758,-0.084244,-0.171579
 North Macedonia ,1.19045,-0.164515,-0.185238,-0.236144,-0.213626,-0.172184,-0.188058,-0.146768,-0.16139,-0.168322,-0.172382,-0.174205,-0.0842903,-0.171029
 North Macedonia ,1.25756,-0.168914,-0.186694,-0.239062,-0.218244,-0.172536,-0.188593,-0.147688,-0.16192,-0.169862,-0.173792,-0.175523,-0.0747126,-0.172026
 North Macedonia ,1.32468,-0.168914,-0.186234,-0.236192,-0.215724,-0.171794,-0.187992,-0.147478,-0.161322,-0.168779,-0.173289,-0.174906,-0.0733185,-0.17151
 North Macedonia ,1.39179,-0.171114,-0.186323,-0.231456,-0.211245,-0.171136,-0.187093,-0.147119,-0.160439,-0.167362,-0.172674,-0.174261,-0.0727208,-0.170927
 North Macedonia ,1.45891,-0.166551,-0.187264,-0.223324,-0.203278,-0.169582,-0.185416,-0.146307,-0.159492,-0.16562,-0.171375,-0.172864,-0.0731773,-0.169622
 North Macedonia ,1.52603,-0.167768,-0.186793,-0.222124,-0.201262,-0.169607,-0.185821,-0.14629,-0.159668,-0.165252,-0.171502,-0.172942,-0.0777355,-0.169685
 North Macedonia ,1.59314,-0.166924,-0.187872,-0.226276,-0.206202,-0.169867,-0.186404,-0.145976,-0.159706,-0.165901,-0.171884,-0.173441,-0.0728424,-0.1698
 North Macedonia ,1.66026,-0.166961,-0.187737,-0.214778,-0.191488,-0.169248,-0.185625,-0.145221,-0.158462,-0.163852,-0.170301,-0.171647,-0.0919346,-0.168882
 USSR (Former) ,-1.76264,1.56128,0.467596,,,0.77777,0.584467,0.0749021,0.0276865,0.0719675,0.251944,0.254048,-0.0262978,0.346218
 USSR (Former) ,-1.69553,1.55577,0.534459,,,0.82998,0.627071,0.0872979,0.0421999,0.0919276,0.275078,0.277409,-0.0262978,0.37372
 USSR (Former) ,-1.62841,1.62001,0.644704,,,0.975006,0.745415,0.124485,0.0752283,0.139228,0.33543,0.33835,-0.0262978,0.449212
 USSR (Former) ,-1.56129,2.11816,0.780223,,,1.17804,0.911098,0.178201,0.121795,0.20323,0.438029,0.44195,-0.0262978,0.569038
 USSR (Former) ,-1.49418,1.93245,0.809703,,,1.21865,0.944234,0.172003,0.132282,0.203154,0.437023,0.440935,-0.0262978,0.574262
 USSR (Former) ,-1.42706,1.93594,0.944789,,,1.35207,1.05311,0.223652,0.17682,0.273868,0.506428,0.511017,-0.0262978,0.65513
 USSR (Former) ,-1.35995,1.98558,0.944431,,,1.34627,1.04838,0.21952,0.172852,0.310376,0.509445,0.514064,-0.0262978,0.657509
 USSR (Former) ,-1.29283,2.22863,1.00955,,,1.44489,1.12885,0.238114,0.200255,0.370993,0.558733,0.563833,-0.0262978,0.716529
 USSR (Former) ,-1.22572,2.53354,1.15382,,,1.68853,1.32767,0.293895,0.231574,0.444739,0.661331,0.667433,-0.0262978,0.843045
 USSR (Former) ,-1.1586,2.6079,1.22693,,,1.82196,1.43655,0.320753,0.255328,0.56698,0.723695,0.730406,-0.0262978,0.917775
 USSR (Former) ,-1.09149,2.40959,1.24563,,,1.91478,1.51229,0.341412,0.275843,0.689136,0.761918,0.769002,-0.0262978,0.965178
 USSR (Former) ,-1.02437,2.33523,1.16408,,,1.81616,1.43181,0.322819,0.255365,0.696321,0.728725,0.735485,-0.0262978,0.920303
 USSR (Former) ,-0.957254,2.58311,1.22507,,,1.93798,1.53122,0.345544,0.301734,0.725064,0.782035,0.789316,-0.0262978,0.985749
 USSR (Former) ,-0.890138,3.57465,1.24494,,,1.81616,1.43181,0.362072,0.320226,0.753807,0.815229,0.822834,-0.0262978,0.996926
 USSR (Former) ,-0.823022,3.35155,1.26272,,,1.68853,1.32767,0.335215,0.281192,0.689136,0.759906,0.766971,-0.0262978,0.928486
 USSR (Former) ,-0.755907,3.12846,1.26916,,,1.61892,1.27087,0.329017,0.278754,0.703507,0.735766,0.742594,-0.0262978,0.898623
 USSR (Former) ,-0.688791,3.0293,1.30225,,,1.41589,1.10518,0.310423,0.254094,0.588536,0.672396,0.678606,-0.0262978,0.810878
 USSR (Former) ,-0.621675,2.78142,1.25284,,,1.33467,1.03891,0.298027,0.217101,0.491786,0.621097,0.626806,-0.0262978,0.755098
 USSR (Former) ,-0.55456,3.00452,1.24652,,,1.21865,0.944234,0.298027,0.207716,0.450175,0.605003,0.610555,-0.0262978,0.721654
 USSR (Former) ,-0.487444,3.07888,1.23823,,,1.17804,0.911098,0.306291,0.173148,0.47012,0.602991,0.608523,-0.0262978,0.714772
 USSR (Former) ,-0.420328,3.35155,1.23763,,,1.12583,0.868494,0.310423,0.236915,0.458042,0.612044,0.617665,-0.0262978,0.714021
 Egypt ,-1.76264,-0.142165,-0.197254,-0.260507,-0.246018,-0.170588,-0.18817,-0.150477,-0.166304,-0.174819,-0.175475,-0.177475,-0.037327,-0.173316
 Egypt ,-1.69553,-0.143891,-0.197592,-0.260543,-0.245934,-0.170933,-0.188338,-0.149448,-0.165405,-0.17342,-0.175079,-0.176981,-0.0379593,-0.172793
 Egypt ,-1.62841,-0.138785,-0.197499,-0.260396,-0.245583,-0.170441,-0.187963,-0.148992,-0.165142,-0.172963,-0.174484,-0.176374,-0.039079,-0.172191
 Egypt ,-1.56129,-0.128234,-0.196643,-0.259778,-0.244386,-0.170342,-0.18817,-0.14848,-0.164777,-0.17174,-0.173991,-0.176006,-0.0422756,-0.171404
 Egypt ,-1.49418,-0.118032,-0.196031,-0.258282,-0.242998,-0.168801,-0.186719,-0.148369,-0.164306,-0.171045,-0.17229,-0.174234,-0.0419464,-0.17034
 Egypt ,-1.42706,-0.102651,-0.19366,-0.252341,-0.23249,-0.167048,-0.184377,-0.147827,-0.16389,-0.168256,-0.170996,-0.172869,-0.0673615,-0.168381
 Egypt ,-1.35995,-0.0893151,-0.187145,-0.251377,-0.224642,-0.164707,-0.181667,-0.146953,-0.161426,-0.165561,-0.168581,-0.170536,-0.104346,-0.165859
 Egypt ,-1.29283,-0.0697814,-0.185056,-0.248327,-0.224871,-0.16296,-0.178841,-0.14546,-0.157008,-0.161754,-0.163967,-0.16631,-0.087301,-0.162821
 Egypt ,-1.22572,-0.0490239,-0.180562,-0.238183,-0.213746,-0.160865,-0.174038,-0.143919,-0.154206,-0.158539,-0.158784,-0.161946,-0.0942239,-0.159397
 Egypt ,-1.1586,-0.10278,-0.184464,-0.249367,-0.225163,-0.167195,-0.181208,-0.147269,-0.157492,-0.165284,-0.166301,-0.169885,-0.0911362,-0.166294
 Egypt ,-1.09149,-0.0931226,-0.17797,-0.236562,-0.206548,-0.164127,-0.168962,-0.146083,-0.153841,-0.160516,-0.161268,-0.165311,-0.124329,-0.161536
 Egypt ,-1.02437,-0.127068,-0.189356,-0.243248,-0.222399,-0.169121,-0.177512,-0.14834,-0.156971,-0.167586,-0.169445,-0.172048,-0.0741968,-0.167673
 Egypt ,-0.957254,-0.11733,-0.184559,-0.242108,-0.21927,-0.167347,-0.17647,-0.146403,-0.152517,-0.165464,-0.168871,-0.169761,-0.0850236,-0.165207
 Egypt ,-0.890138,-0.101013,-0.181213,-0.239549,-0.216289,-0.165497,-0.174861,-0.147027,-0.149473,-0.156902,-0.16584,-0.166533,-0.0877027,-0.162871
 Egypt ,-0.823022,-0.0951444,-0.179095,-0.239508,-0.211613,-0.163164,-0.172042,-0.145919,-0.147778,-0.152466,-0.163336,-0.16381,-0.112506,-0.160537
 Egypt ,-0.755907,-0.0904586,-0.176587,-0.240027,-0.212243,-0.15956,-0.168434,-0.144701,-0.147685,-0.147597,-0.161938,-0.161588,-0.111828,-0.157918
 Egypt ,-0.688791,-0.0779317,-0.173083,-0.24485,-0.219376,-0.157067,-0.167908,-0.143877,-0.146146,-0.141619,-0.16135,-0.160611,-0.0986735,-0.155634
 Egypt ,-0.621675,-0.0612084,-0.171223,-0.247612,-0.22022,-0.154547,-0.17034,-0.143602,-0.146281,-0.137551,-0.156439,-0.157964,-0.108484,-0.154423
 Egypt ,-0.55456,-0.0575181,-0.169297,-0.23729,-0.195797,-0.149304,-0.164507,-0.142144,-0.142876,-0.135277,-0.153782,-0.15546,-0.185624,-0.15115
 Egypt ,-0.487444,-0.0454674,-0.166176,-0.231222,-0.191588,-0.145817,-0.162319,-0.141317,-0.140254,-0.131795,-0.151039,-0.152442,-0.176674,-0.148656
 Egypt ,-0.420328,-0.0321615,-0.164081,-0.221898,-0.182972,-0.144493,-0.1585,-0.140794,-0.136034,-0.127763,-0.148318,-0.149186,-0.174419,-0.146121
 Egypt ,-0.353213,-0.0359429,-0.16372,-0.204137,-0.175929,-0.143443,-0.146338,-0.141266,-0.127529,-0.124721,-0.144554,-0.145931,-0.12,-0.142957
 Egypt ,-0.286097,-0.0208712,-0.160052,-0.189974,-0.159995,-0.137646,-0.138101,-0.139734,-0.117588,-0.115925,-0.137897,-0.139238,-0.131808,-0.137312
 Egypt ,-0.218981,0.00862913,-0.153562,-0.192322,-0.17006,-0.132188,-0.131542,-0.13327,-0.111676,-0.116265,-0.133305,-0.134332,-0.0901304,-0.130736
 Egypt ,-0.151866,0.0318284,-0.14475,-0.194151,-0.166577,-0.12573,-0.12559,-0.130192,-0.106362,-0.111553,-0.126871,-0.128331,-0.118251,-0.125117
 Egypt ,-0.0847501,0.0685103,-0.13826,-0.182322,-0.15354,-0.115715,-0.114137,-0.12581,-0.0988203,-0.0962638,-0.117298,-0.118956,-0.126661,-0.115524
 Egypt ,-0.0176345,0.0591728,-0.140433,-0.189361,-0.159006,-0.0934111,-0.0977855,-0.120434,-0.0970943,-0.08411,-0.109136,-0.110624,-0.133921,-0.105601
 Egypt ,0.0494812,0.0760659,-0.13185,-0.178395,-0.148287,-0.0813989,-0.0837857,-0.117383,-0.0882195,-0.073706,-0.101357,-0.102894,-0.134403,-0.0969002
 Egypt ,0.116597,0.105744,-0.12687,-0.183497,-0.13273,-0.0867788,-0.0880291,-0.11252,-0.0900355,-0.0734599,-0.0954981,-0.0972322,-0.244094,-0.095277
 Egypt ,0.183713,0.119238,-0.115108,-0.185061,-0.137516,-0.0854936,-0.0906483,-0.107465,-0.0835732,-0.0713905,-0.0907321,-0.0923977,-0.226597,-0.0916414
 Egypt ,0.250828,0.114992,-0.115817,-0.162814,-0.123421,-0.0858432,-0.0751647,-0.104053,-0.0863433,-0.0692164,-0.0874721,-0.0885609,-0.186641,-0.0874981
 Egypt ,0.317944,0.0765023,-0.118351,-0.161047,-0.133909,-0.0930845,-0.0788633,-0.10584,-0.0850012,-0.0758345,-0.0924918,-0.093598,-0.121366,-0.0922293
 Egypt ,0.385059,0.0585021,-0.127619,-0.170867,-0.144341,-0.0984848,-0.0827086,-0.111304,-0.0867555,-0.0751259,-0.0973785,-0.0978665,-0.116475,-0.0971963
 Egypt ,0.452175,0.0326415,-0.137743,-0.174885,-0.160841,-0.112484,-0.0980672,-0.118778,-0.0936728,-0.0940851,-0.109575,-0.110507,-0.0490303,-0.109613
 Egypt ,0.519291,0.0651615,-0.143364,-0.13678,-0.13042,-0.100455,-0.0799967,-0.115822,-0.0875533,-0.105944,-0.104551,-0.105316,-0.0141928,-0.103214
 Egypt ,0.586406,0.126488,-0.126543,-0.0981026,-0.082404,-0.0892531,-0.0574818,-0.111414,-0.0577533,-0.088936,-0.0896006,-0.0898074,-0.0705205,-0.0880304
 Egypt ,0.653522,0.16035,-0.117888,-0.0687909,-0.0446483,-0.0795404,-0.0318299,-0.106213,-0.0557426,-0.0770773,-0.0759691,-0.0760513,-0.120521,-0.0763653
 Egypt ,0.720638,0.246479,-0.0936226,-0.0385293,0.000613565,-0.0615629,-0.00257354,-0.0915715,-0.0180136,-0.0535525,-0.0478049,-0.0516747,-0.205754,-0.0518861
 Egypt ,0.787753,0.322909,-0.0652235,0.044292,0.0985675,-0.0309694,0.053918,-0.078478,0.01572,-0.0139238,-0.0146113,-0.018157,-0.300344,-0.0195962
 Egypt ,0.854869,0.412448,-0.041754,0.0010903,0.0746949,-0.00726822,0.0844995,-0.0663243,0.0290305,0.011191,0.00751782,0.00520389,-0.39665,0.00324285
 Egypt ,0.921985,0.516568,-0.0133229,-0.00514554,0.0618143,0.0210774,0.122658,-0.0538793,0.0443917,0.0418151,0.0306528,0.0326275,-0.360073,0.0298986
 Egypt ,0.9891,0.601336,0.00206666,0.00464348,0.0617653,0.0319797,0.148773,-0.045872,0.0556308,0.0527157,0.0457408,0.0488785,-0.309049,0.045761
 Egypt ,1.05622,0.579544,0.0339589,-0.00782673,0.118204,0.079921,0.261755,0.00237322,0.0973412,0.126942,0.0920107,0.0956003,-0.67567,0.107733
 Egypt ,1.12333,0.563596,0.0397672,-0.00361139,0.0960035,0.0814908,0.257857,0.00266857,0.0830765,0.124255,0.0839637,0.0895061,-0.535036,0.105577
 Egypt ,1.19045,0.652615,0.0685888,-0.0219813,0.123781,0.113449,0.309907,0.0245945,0.109247,0.144507,0.116151,0.119977,-0.778908,0.138492
 Egypt ,1.25756,0.704273,0.110718,-0.0275026,0.127031,0.128379,0.281505,0.0383175,0.117927,0.173611,0.133251,0.137244,-0.824929,0.14928
 Egypt ,1.32468,0.595262,0.0899867,-0.107234,0.0436097,0.0846282,0.149931,0.0152789,0.079749,0.122968,0.0869813,0.0884904,-0.792068,0.0942507
 Egypt ,1.39179,0.362372,0.0190419,-0.0906029,0.0624959,0.00673636,0.0632222,-0.0390376,0.0242908,0.0369886,0.00852369,0.0123137,-0.80687,0.016713
 Egypt ,1.45891,0.501749,0.0892479,0.00297984,0.152015,0.0552118,0.148249,-0.0164231,0.0746316,0.102834,0.0608288,0.0681766,-0.80053,0.0697174
 Egypt ,1.52603,0.675989,0.182693,0.0504695,0.198251,0.113542,0.24799,0.0155331,0.128231,0.182972,0.124198,0.136228,-0.801633,0.135214
 Egypt ,1.59314,0.87215,0.275897,0.0113433,0.170789,0.173577,0.253798,0.0521764,0.182892,0.248521,0.178515,0.192091,-0.857603,0.184555
 Egypt ,1.66026,1.01427,0.415941,-0.00989935,0.201007,0.203193,0.286238,0.0914298,0.250174,0.29145,0.231826,0.246938,-1.12943,0.233731
 United Kingdom ,-1.76264,-0.120428,-0.0233876,-0.1042,-0.102753,0.0227213,0.000537379,-0.0589603,-0.0287343,-0.0493001,-0.0407638,-0.0526904,0.00673096,-0.0349054
 United Kingdom ,-1.69553,-0.111149,0.00734459,-0.0817783,-0.0861122,0.0444543,0.023071,-0.0435681,-0.00800586,-0.0318512,-0.0226582,-0.0354237,0.0339708,-0.0153544
 United Kingdom ,-1.62841,-0.0989907,0.0477368,-0.0666192,-0.0593544,0.0729124,0.0525828,-0.023362,0.0191594,-0.00896926,0.000476754,-0.0130785,-0.0305788,0.0102819
 United Kingdom ,-1.56129,-0.086711,0.0911582,-0.0200249,0.00954802,0.100375,0.0815821,-0.00192538,0.0474901,0.0143842,0.0256234,0.0102823,-0.157598,0.0364859
 United Kingdom ,-1.49418,-0.0779009,0.127549,0.0489657,0.106673,0.117676,0.100883,0.0155876,0.0696847,0.031673,0.0427232,0.0234863,-0.319475,0.0559974
 United Kingdom ,-1.42706,-0.0581462,0.198295,0.0839129,0.108125,0.161448,0.147274,0.0504792,0.115608,0.0693574,0.0849696,0.0600511,-0.14602,0.0982963
 United Kingdom ,-1.35995,-0.0693786,0.171041,0.105372,0.120518,0.143505,0.138561,0.0441392,0.0938764,0.0563412,0.0749109,0.0509099,-0.101049,0.0862976
 United Kingdom ,-1.29283,-0.0607753,0.203846,0.179115,0.167217,0.178153,0.185177,0.0707701,0.114442,0.0818918,0.104081,0.0813806,0.0315063,0.118129
 United Kingdom ,-1.22572,-0.0337364,0.295655,0.270766,0.241676,0.267262,0.295706,0.132749,0.175372,0.147438,0.182539,0.155526,0.108406,0.196609
 United Kingdom ,-1.1586,0.00176866,0.418672,0.419084,0.399525,0.38862,0.447187,0.21952,0.256227,0.236747,0.290166,0.260142,0.0330081,0.304372
 United Kingdom ,-1.09149,0.0422394,0.56417,0.590633,0.510374,0.534126,0.636538,0.326951,0.350136,0.345371,0.420929,0.388119,0.329538,0.436245
 United Kingdom ,-1.02437,0.0223616,0.516,0.53345,0.438322,0.487718,0.584467,0.312489,0.32102,0.323013,0.390753,0.363742,0.418497,0.405425
 United Kingdom ,-0.957254,0.00255852,0.466134,0.487703,0.421695,0.44131,0.532395,0.293895,0.290386,0.298273,0.362589,0.337334,0.270232,0.372356
 United Kingdom ,-0.890138,-0.0152551,0.42126,0.453393,0.416153,0.395379,0.485057,0.277367,0.26272,0.275858,0.337442,0.311942,0.121967,0.341937
 United Kingdom ,-0.823022,-0.03369,0.37211,0.459112,0.449407,0.347729,0.432986,0.256708,0.231735,0.249134,0.308272,0.282487,-0.0262978,0.307608
 United Kingdom ,-0.755907,-0.0327433,0.392211,0.510576,0.471577,0.363768,0.461388,0.285631,0.249094,0.274036,0.331407,0.310926,0.121967,0.333033
 United Kingdom ,-0.688791,0.00839049,0.567183,0.584914,0.59351,0.487718,0.579733,0.384798,0.370527,0.384109,0.452111,0.424684,-0.14491,0.44862
 United Kingdom ,-0.621675,0.0581742,0.784309,0.7679,0.787495,0.632744,0.712279,0.500492,0.52077,0.515885,0.597962,0.570943,-0.233869,0.584246
 United Kingdom ,-0.55456,0.11975,1.05818,0.876547,1.01473,0.806775,0.868494,0.640978,0.709866,0.674764,0.767953,0.738532,-0.886234,0.748627
 United Kingdom ,-0.487444,0.13372,1.14674,0.922294,1.08124,0.82998,0.844825,0.657506,0.768992,0.703507,0.773989,0.755798,-1.00485,0.767486
 United Kingdom ,-0.420328,0.160709,1.16701,1.1739,1.25306,0.876388,0.915832,0.862037,0.878548,0.883148,0.942974,0.921356,-0.619357,0.907684
 United Kingdom ,-0.353213,0.169712,1.13728,1.19105,1.18101,0.899592,0.948968,0.917819,0.91905,0.926262,0.993268,0.97214,-0.14491,0.948732
 United Kingdom ,-0.286097,0.178361,1.10266,1.26539,1.27523,0.916995,0.982104,0.977732,0.962591,0.969376,1.04356,1.01277,-0.263522,0.99068
 United Kingdom ,-0.218981,0.144089,0.932824,1.22536,1.20872,0.783571,0.844825,0.895093,0.841498,0.84722,0.922857,0.890885,-0.115257,0.876194
 United Kingdom ,-0.151866,0.181424,1.00182,1.41407,1.37499,0.905393,0.953702,0.967402,0.929935,0.940634,1.02344,0.97214,-0.0262978,0.968744
 United Kingdom ,-0.0847501,0.213381,1.02747,1.71714,1.6244,1.01561,1.05785,1.08723,1.0279,1.01968,1.13409,1.18544,0.210926,1.07583
 United Kingdom ,-0.0176345,0.180564,1.10337,1.87725,1.77959,1.06782,1.13832,1.15127,1.1041,1.11309,1.2045,1.25653,0.210926,1.14582
 United Kingdom ,0.0494812,0.169451,1.15959,2.03736,1.92369,1.17224,1.22353,1.27317,1.28914,1.28555,1.36544,1.39873,0.270232,1.26768
 United Kingdom ,0.116597,0.190987,1.35042,2.04308,2.029,1.20125,1.23299,1.34754,1.4633,1.39333,1.48614,1.5003,-0.263522,1.34201
