Country,Year,"Agriculture, hunting, forestry, fishing (ISIC A-B)",Construction (ISIC F),Exports of goods and services,Imports of goods and services,Manufacturing (ISIC D),"Mining, Manufacturing, Utilities (ISIC C-E)",Other Activities (ISIC J-P),"Transport, storage and communication (ISIC I)","Wholesale, retail trade, restaurants and hotels (ISIC G-H)",Gross National Income(GNI) in USD,Gross Domestic Product (GDP),Trade Balance,Sectoral Output
 Algeria ,1.32468,0.291588,0.164368,-0.0761027,0.0564332,-0.138462,-0.0199534,-0.0741654,0.00960708,-0.0108232,-0.0236641,-0.0232354,-0.699241,-0.0389704
 Algeria ,1.39179,0.302498,0.181697,-0.0469756,0.0536964,-0.136782,0.00928858,-0.0736881,0.0240762,-0.00665586,-0.0146113,-0.0130785,-0.533556,-0.0302402
 Algeria ,1.45891,0.321655,0.186767,-0.00845166,0.0577165,-0.136329,0.0369315,-0.0770491,0.0263012,-0.00946614,-0.0115937,-0.00800007,-0.355293,-0.025722
 Algeria ,1.52603,0.332084,0.202386,-0.0440161,0.0224977,-0.135649,0.0113953,-0.0752515,0.030101,-0.0147477,-0.0146113,-0.0110471,-0.351291,-0.0288874
 Algeria ,1.59314,0.304808,0.160522,-0.121516,-0.0294293,-0.139112,-0.0545044,-0.0796476,0.00615553,-0.0380235,-0.0397579,-0.0374551,-0.475361,-0.0511483
 Algeria ,1.66026,0.300204,0.16363,-0.0172009,-0.0147347,-0.13863,0.0229956,-0.0803289,0.00186007,-0.0272406,-0.0226582,-0.0201883,-0.0130372,-0.0359976
 Andorra ,-1.76264,-0.193171,-0.200833,-0.267043,-0.254405,-0.179381,-0.196581,-0.154357,-0.16942,-0.180087,-0.183497,-0.185645,-0.0263438,-0.180738
 Andorra ,-1.69553,-0.19317,-0.200806,-0.267027,-0.2544,-0.179378,-0.196578,-0.154349,-0.169416,-0.180054,-0.183483,-0.185631,-0.0262934,-0.180728
 Andorra ,-1.62841,-0.193167,-0.200747,-0.267002,-0.254371,-0.179372,-0.19657,-0.154329,-0.169406,-0.17998,-0.183453,-0.1856,-0.0263192,-0.180704
 Andorra ,-1.56129,-0.193162,-0.200654,-0.266966,-0.254324,-0.179362,-0.196557,-0.154299,-0.16939,-0.179865,-0.183405,-0.185552,-0.0263807,-0.180668
 Andorra ,-1.49418,-0.193158,-0.200565,-0.266934,-0.254238,-0.179352,-0.196546,-0.154271,-0.169374,-0.179755,-0.183359,-0.185506,-0.0266706,-0.180633
 Andorra ,-1.42706,-0.193153,-0.200482,-0.266914,-0.254223,-0.179343,-0.196535,-0.154243,-0.16936,-0.179652,-0.183317,-0.185463,-0.0266558,-0.180601
 Andorra ,-1.35995,-0.193152,-0.200464,-0.266905,-0.254202,-0.179341,-0.196532,-0.154238,-0.169357,-0.17963,-0.183308,-0.185454,-0.0267194,-0.180594
 Andorra ,-1.29283,-0.193149,-0.200398,-0.266868,-0.254197,-0.179334,-0.196523,-0.154216,-0.169346,-0.179548,-0.183274,-0.185419,-0.0265513,-0.180568
 Andorra ,-1.22572,-0.193142,-0.200264,-0.266802,-0.254182,-0.17932,-0.196505,-0.154173,-0.169323,-0.179382,-0.183205,-0.18535,-0.0262939,-0.180516
 Andorra ,-1.1586,-0.19313,-0.200007,-0.266703,-0.254073,-0.179292,-0.196471,-0.154089,-0.169279,-0.179063,-0.183073,-0.185217,-0.0263639,-0.180415
 Andorra ,-1.09149,-0.193125,-0.19992,-0.26665,-0.25394,-0.179282,-0.19646,-0.154061,-0.169264,-0.178956,-0.183029,-0.185172,-0.0267968,-0.180381
 Andorra ,-1.02437,-0.193132,-0.200063,-0.266653,-0.25396,-0.179298,-0.196479,-0.154107,-0.169289,-0.179132,-0.183102,-0.185246,-0.0267084,-0.180437
 Andorra ,-0.957254,-0.193134,-0.200095,-0.26665,-0.253965,-0.179301,-0.196483,-0.154118,-0.169294,-0.179173,-0.183118,-0.185263,-0.0266609,-0.18045
 Andorra ,-0.890138,-0.19314,-0.200215,-0.266659,-0.254005,-0.179314,-0.196499,-0.154157,-0.169315,-0.17932,-0.18318,-0.185324,-0.0264968,-0.180496
 Andorra ,-0.823022,-0.19314,-0.200209,-0.266603,-0.254012,-0.179314,-0.196498,-0.154155,-0.169313,-0.179314,-0.183177,-0.185322,-0.026166,-0.180494
 Andorra ,-0.755907,-0.193138,-0.200167,-0.266588,-0.253994,-0.179309,-0.196493,-0.154141,-0.169307,-0.179263,-0.183156,-0.1853,-0.0261856,-0.180478
 Andorra ,-0.688791,-0.193121,-0.199831,-0.266477,-0.253901,-0.179273,-0.196448,-0.154032,-0.169249,-0.178846,-0.182983,-0.185126,-0.0261084,-0.180346
 Andorra ,-0.621675,-0.193104,-0.199512,-0.266328,-0.253683,-0.179238,-0.196405,-0.153929,-0.169194,-0.178448,-0.182819,-0.18496,-0.0264974,-0.180222
 Andorra ,-0.55456,-0.193091,-0.199241,-0.266208,-0.253499,-0.179209,-0.196369,-0.15384,-0.169147,-0.17811,-0.182679,-0.184819,-0.0268684,-0.180115
 Andorra ,-0.487444,-0.193083,-0.199054,-0.266156,-0.253321,-0.179189,-0.196345,-0.153778,-0.169115,-0.177885,-0.182584,-0.184723,-0.0275453,-0.180042
 Andorra ,-0.420328,-0.193051,-0.198458,-0.265941,-0.253046,-0.179125,-0.196267,-0.153589,-0.169019,-0.177167,-0.182287,-0.184423,-0.0279044,-0.179814
 Andorra ,-0.353213,-0.19304,-0.198279,-0.265849,-0.25295,-0.179104,-0.19624,-0.153532,-0.168985,-0.17691,-0.182188,-0.184323,-0.0279413,-0.179739
 Andorra ,-0.286097,-0.19303,-0.198051,-0.265694,-0.252801,-0.179077,-0.196206,-0.153458,-0.168942,-0.17661,-0.182057,-0.184191,-0.0279335,-0.179646
 Andorra ,-0.218981,-0.193058,-0.198546,-0.265821,-0.253122,-0.179134,-0.196276,-0.153608,-0.169022,-0.177233,-0.182315,-0.184451,-0.0268768,-0.179838
 Andorra ,-0.151866,-0.193064,-0.198483,-0.265616,-0.252958,-0.179134,-0.196278,-0.15358,-0.169012,-0.177227,-0.182302,-0.184438,-0.0266881,-0.179822
 Andorra ,-0.0847501,-0.193016,-0.197991,-0.26525,-0.252584,-0.179074,-0.196211,-0.153466,-0.168977,-0.176699,-0.182097,-0.184231,-0.0267937,-0.179661
 Andorra ,-0.0176345,-0.193017,-0.198071,-0.265072,-0.252488,-0.179071,-0.196191,-0.153471,-0.168932,-0.176449,-0.182039,-0.184173,-0.0263807,-0.179628
 Andorra ,0.0494812,-0.19305,-0.198263,-0.264919,-0.25237,-0.17909,-0.196217,-0.153523,-0.168954,-0.176794,-0.182094,-0.184228,-0.026221,-0.179712
 Andorra ,0.116597,-0.193045,-0.198013,-0.264823,-0.252223,-0.179093,-0.196226,-0.153375,-0.1689,-0.176596,-0.182054,-0.184188,-0.0265059,-0.179611
 Andorra ,0.183713,-0.193085,-0.197701,-0.264748,-0.252021,-0.179092,-0.196239,-0.153277,-0.168885,-0.176711,-0.182019,-0.184152,-0.0271973,-0.179572
 Andorra ,0.250828,-0.192998,-0.198204,-0.264777,-0.251984,-0.179085,-0.19627,-0.153025,-0.168829,-0.177734,-0.182159,-0.184294,-0.0275503,-0.179609
 Andorra ,0.317944,-0.193011,-0.197816,-0.264647,-0.251897,-0.179093,-0.196273,-0.152986,-0.168756,-0.177422,-0.182041,-0.184175,-0.0273409,-0.179534
 Andorra ,0.385059,-0.193013,-0.197284,-0.264445,-0.251703,-0.179052,-0.196238,-0.152831,-0.168618,-0.176978,-0.181831,-0.183962,-0.0273346,-0.179366
 Andorra ,0.452175,-0.192935,-0.195901,-0.26365,-0.250837,-0.178907,-0.196085,-0.152277,-0.168305,-0.175825,-0.181221,-0.183347,-0.0278426,-0.178849
 Andorra ,0.519291,-0.192883,-0.194606,-0.262905,-0.249809,-0.178788,-0.19596,-0.151769,-0.168038,-0.174926,-0.180685,-0.182805,-0.0294743,-0.178401
 Andorra ,0.586406,-0.192883,-0.193717,-0.262598,-0.249265,-0.178765,-0.195934,-0.151486,-0.167921,-0.174651,-0.180419,-0.182536,-0.0307989,-0.178189
 Andorra ,0.653522,-0.192878,-0.192865,-0.262123,-0.248555,-0.178714,-0.195889,-0.151136,-0.167826,-0.17442,-0.18012,-0.182235,-0.0321341,-0.17795
 Andorra ,0.720638,-0.192819,-0.192208,-0.261239,-0.247523,-0.178623,-0.195794,-0.15057,-0.167627,-0.173754,-0.179621,-0.181731,-0.0330698,-0.177549
 Andorra ,0.787753,-0.192769,-0.192128,-0.261125,-0.247606,-0.178554,-0.195723,-0.15046,-0.167417,-0.173324,-0.179487,-0.181596,-0.0320351,-0.177403
 Andorra ,0.854869,-0.192799,-0.193532,-0.262266,-0.249607,-0.178632,-0.195808,-0.150805,-0.16763,-0.174035,-0.179901,-0.182014,-0.0272473,-0.177745
 Andorra ,0.921985,-0.192782,-0.195081,-0.261997,-0.249328,-0.178663,-0.195869,-0.150952,-0.167664,-0.174507,-0.18013,-0.182245,-0.0273453,-0.177952
 Andorra ,0.9891,-0.19274,-0.195656,-0.26099,-0.248603,-0.178633,-0.195832,-0.150679,-0.167604,-0.174412,-0.179951,-0.182064,-0.0260004,-0.177832
 Andorra ,1.05622,-0.192706,-0.196923,-0.261376,-0.249286,-0.178713,-0.195905,-0.151133,-0.167882,-0.1752,-0.180389,-0.182507,-0.024345,-0.178224
 Andorra ,1.12333,-0.192717,-0.197451,-0.261096,-0.249345,-0.178691,-0.195847,-0.151067,-0.167812,-0.17518,-0.180386,-0.182503,-0.0225796,-0.178197
 Andorra ,1.19045,-0.192745,-0.197599,-0.260859,-0.248981,-0.178705,-0.195846,-0.150949,-0.167711,-0.175183,-0.18031,-0.182427,-0.0232966,-0.178149
 Andorra ,1.25756,-0.192826,-0.198153,-0.261752,-0.249755,-0.178803,-0.195968,-0.151435,-0.167901,-0.175973,-0.180792,-0.182913,-0.0237851,-0.178533
 Andorra ,1.32468,-0.192806,-0.197997,-0.261506,-0.249687,-0.178774,-0.195933,-0.151374,-0.167751,-0.175806,-0.180685,-0.182806,-0.0228773,-0.178456
 Andorra ,1.39179,-0.192765,-0.197722,-0.261085,-0.249238,-0.17875,-0.195911,-0.151323,-0.167699,-0.175474,-0.180579,-0.182699,-0.0230915,-0.178368
 Andorra ,1.45891,-0.192745,-0.197054,-0.260644,-0.248696,-0.178728,-0.195858,-0.151117,-0.167598,-0.175087,-0.18036,-0.182477,-0.0237066,-0.178181
 Andorra ,1.52603,-0.192772,-0.196796,-0.260814,-0.248891,-0.17873,-0.195859,-0.15117,-0.167637,-0.17525,-0.180423,-0.182541,-0.0235473,-0.178217
 Andorra ,1.59314,-0.19278,-0.196602,-0.26202,-0.249779,-0.178776,-0.195919,-0.151219,-0.167813,-0.175967,-0.180689,-0.182809,-0.025049,-0.17835
 Andorra ,1.66026,-0.192742,-0.195851,-0.26047,-0.248317,-0.178619,-0.195884,-0.150691,-0.167598,-0.175562,-0.180253,-0.182369,-0.0248336,-0.177993
 Angola ,-1.76264,-0.179773,-0.197479,-0.259404,-0.247517,-0.177408,-0.190361,-0.152211,-0.167636,-0.176925,-0.179978,-0.181879,-0.0235823,-0.177211
 Angola ,-1.69553,-0.179067,-0.197292,-0.258982,-0.24715,-0.177301,-0.190033,-0.152095,-0.167539,-0.176745,-0.179815,-0.181675,-0.023361,-0.177021
 Angola ,-1.62841,-0.178741,-0.197201,-0.258788,-0.246955,-0.177251,-0.189879,-0.152039,-0.167493,-0.17666,-0.179693,-0.181579,-0.0234005,-0.176931
 Angola ,-1.56129,-0.175527,-0.196347,-0.256943,-0.245252,-0.176772,-0.188382,-0.151507,-0.167057,-0.175843,-0.178837,-0.180651,-0.022941,-0.176066
 Angola ,-1.49418,-0.173347,-0.195785,-0.255706,-0.244113,-0.176459,-0.187381,-0.151151,-0.166772,-0.175301,-0.178252,-0.18003,-0.0226226,-0.175488
 Angola ,-1.42706,-0.178569,-0.197164,-0.258768,-0.247018,-0.177232,-0.189788,-0.152018,-0.167475,-0.176622,-0.17966,-0.181533,-0.0229589,-0.176888
 Angola ,-1.35995,-0.179161,-0.197317,-0.258957,-0.247195,-0.177308,-0.190081,-0.152111,-0.167546,-0.176764,-0.179831,-0.181702,-0.0229915,-0.177045
 Angola ,-1.29283,-0.177927,-0.196964,-0.258289,-0.246395,-0.17712,-0.189492,-0.151896,-0.167371,-0.17644,-0.179462,-0.181333,-0.0238062,-0.176701
 Angola ,-1.22572,-0.176147,-0.196501,-0.257336,-0.245443,-0.176866,-0.188672,-0.151599,-0.167145,-0.176001,-0.178991,-0.180824,-0.0239542,-0.176228
 Angola ,-1.1586,-0.17407,-0.196048,-0.25621,-0.24449,-0.176619,-0.18779,-0.151288,-0.166923,-0.175544,-0.17852,-0.180281,-0.0232154,-0.175726
 Angola ,-1.09149,-0.168045,-0.194375,-0.253274,-0.24316,-0.175655,-0.18469,-0.150343,-0.166024,-0.173922,-0.176806,-0.178482,-0.0151093,-0.174041
 Angola ,-1.02437,-0.169652,-0.194767,-0.252173,-0.2412,-0.175782,-0.185789,-0.150504,-0.166172,-0.174276,-0.177243,-0.178948,-0.0198859,-0.174463
 Angola ,-0.957254,-0.170035,-0.194656,-0.254101,-0.24098,-0.175915,-0.185695,-0.150496,-0.16624,-0.174348,-0.177209,-0.178948,-0.0310591,-0.174486
 Angola ,-0.890138,-0.168513,-0.194551,-0.253506,-0.241339,-0.17582,-0.185195,-0.150322,-0.16623,-0.174171,-0.177007,-0.178661,-0.0260589,-0.174223
 Angola ,-0.823022,-0.165565,-0.19451,-0.251806,-0.241055,-0.1758,-0.184448,-0.150118,-0.166202,-0.173894,-0.176671,-0.178236,-0.0187622,-0.173851
 Angola ,-0.755907,-0.162859,-0.192339,-0.249973,-0.240003,-0.174324,-0.180166,-0.149776,-0.164668,-0.171873,-0.174822,-0.176494,-0.0148793,-0.172121
 Angola ,-0.688791,-0.163102,-0.19281,-0.255871,-0.242262,-0.174059,-0.184931,-0.148776,-0.164806,-0.172233,-0.175427,-0.177063,-0.0333806,-0.172626
 Angola ,-0.621675,-0.161958,-0.190844,-0.248654,-0.240224,-0.175247,-0.179865,-0.148595,-0.165221,-0.172067,-0.174082,-0.175748,-0.00686018,-0.171672
 Angola ,-0.55456,-0.151428,-0.192404,-0.24716,-0.239306,-0.174341,-0.178916,-0.148109,-0.165498,-0.171518,-0.174082,-0.174952,-0.00402758,-0.1708
 Angola ,-0.487444,-0.134712,-0.193033,-0.243196,-0.238669,-0.175012,-0.175745,-0.147569,-0.165404,-0.170337,-0.172468,-0.173185,0.0131271,-0.169364
 Angola ,-0.420328,-0.132645,-0.19302,-0.236718,-0.236457,-0.175452,-0.172173,-0.146842,-0.164712,-0.169868,-0.171561,-0.17187,0.0348806,-0.168268
 Angola ,-0.353213,-0.0962032,-0.19168,-0.243977,-0.232057,-0.173511,-0.170086,-0.146859,-0.164172,-0.166508,-0.167313,-0.169309,-0.0262978,-0.165783
 Angola ,-0.286097,-0.127195,-0.180965,-0.193533,-0.179203,-0.175135,-0.159305,-0.145549,-0.164947,-0.168529,-0.175723,-0.166868,-0.0474952,-0.164406
 Angola ,-0.218981,-0.1546,-0.188904,-0.225598,-0.213134,-0.174985,-0.166822,-0.148476,-0.165516,-0.170023,-0.175994,-0.172066,-0.0322364,-0.168582
 Angola ,-0.151866,-0.170346,-0.191479,-0.199456,-0.196214,-0.175428,-0.154914,-0.150774,-0.165842,-0.170881,-0.177493,-0.171668,0.0128019,-0.168217
 Angola ,-0.0847501,-0.181204,-0.19644,-0.238181,-0.225677,-0.177865,-0.176799,-0.152594,-0.167776,-0.175931,-0.177841,-0.178999,-0.0303749,-0.174814
 Angola ,-0.0176345,-0.177982,-0.1956,-0.225837,-0.220922,-0.177658,-0.169874,-0.152008,-0.167566,-0.175393,-0.176799,-0.176883,0.0081929,-0.17301
 Angola ,0.0494812,-0.170319,-0.192715,-0.227065,-0.215274,-0.176795,-0.169141,-0.15077,-0.167067,-0.174093,-0.174544,-0.175358,-0.0283903,-0.171616
 Angola ,0.116597,-0.165601,-0.190478,-0.239422,-0.219876,-0.176273,-0.176545,-0.151395,-0.167081,-0.174078,-0.176219,-0.176993,-0.0678491,-0.172915
 Angola ,0.183713,-0.180354,-0.195944,-0.226582,-0.212284,-0.177865,-0.169488,-0.152723,-0.167691,-0.175749,-0.177167,-0.177389,-0.0418869,-0.173428
 Angola ,0.250828,-0.176038,-0.194345,-0.220007,-0.218723,-0.177356,-0.156507,-0.151536,-0.166913,-0.173708,-0.173579,-0.173347,0.0266605,-0.169892
 Angola ,0.317944,-0.169023,-0.192366,-0.215601,-0.204846,-0.176718,-0.161952,-0.150821,-0.166853,-0.173298,-0.173678,-0.17361,-0.0247389,-0.170113
 Angola ,0.385059,-0.171054,-0.184454,-0.217215,-0.213632,-0.176155,-0.159943,-0.146683,-0.164776,-0.168694,-0.170088,-0.17022,0.0138987,-0.166881
 Angola ,0.452175,-0.165812,-0.181777,-0.211781,-0.205533,-0.175269,-0.156362,-0.14484,-0.163557,-0.164831,-0.167422,-0.167654,-0.00125351,-0.164419
 Angola ,0.519291,-0.156687,-0.175214,-0.188486,-0.195479,-0.173006,-0.141792,-0.142059,-0.16262,-0.159554,-0.162408,-0.161824,0.0657569,-0.158843
 Angola ,0.586406,-0.146805,-0.159356,-0.128582,-0.170336,-0.17101,-0.100731,-0.13796,-0.157541,-0.150501,-0.150474,-0.148195,0.241874,-0.146584
 Angola ,0.653522,-0.125775,-0.12899,-0.0770062,-0.164025,-0.166582,-0.06952,-0.131186,-0.151455,-0.133169,-0.137136,-0.132543,0.475567,-0.132518
 Angola ,0.720638,-0.108369,-0.103461,-0.0136787,-0.109229,-0.159293,-0.0284393,-0.130228,-0.145427,-0.118011,-0.126745,-0.119455,0.510789,-0.119273
 Angola ,0.787753,-0.0877167,-0.0845123,0.0998223,-0.0145698,-0.15978,0.028437,-0.122127,-0.131679,-0.0991246,-0.109186,-0.0958179,0.59292,-0.100316
 Angola ,0.854869,-0.0777867,-0.0584458,-0.0308853,-0.00630286,-0.155562,-0.0836283,-0.117511,-0.127994,-0.08857,-0.120632,-0.114335,-0.129111,-0.115471
 Angola ,0.921985,-0.0648007,-0.0492282,0.0277969,-0.0567145,-0.155072,-0.024692,-0.118767,-0.128796,-0.0789509,-0.107586,-0.100631,0.444904,-0.102985
 Angola ,0.9891,-0.0311922,-0.0201336,0.120719,-0.0109054,-0.150138,0.057188,-0.112129,-0.111634,-0.0517027,-0.0809985,-0.0719885,0.681678,-0.0769691
 Angola ,1.05622,-0.000517432,0.0714009,0.142507,2.60177e-05,-0.144074,0.0841242,-0.104975,-0.105905,-0.0298354,-0.0649046,-0.0557375,0.736176,-0.0597323
 Angola ,1.12333,0.0273458,0.124325,0.129602,0.0187842,-0.138354,0.0719509,-0.0988737,-0.0982811,-0.000213314,-0.0558518,-0.0465963,0.568899,-0.0509654
 Angola ,1.19045,0.0794161,0.16577,0.105299,0.0252546,-0.136284,0.0355263,-0.0936345,-0.0912721,0.0467989,-0.0457931,-0.0374551,0.408251,-0.0451947
 Angola ,1.25756,0.0695708,0.0993089,-0.0694132,-0.0411,-0.139051,-0.0368389,-0.100987,-0.102289,-0.00423915,-0.0699339,-0.0679258,-0.142732,-0.0726312
 Angola ,1.32468,0.0532563,0.0782696,-0.10448,-0.112986,-0.139029,-0.0583866,-0.108714,-0.118272,-0.0317066,-0.0871404,-0.0831611,0.0600269,-0.0860955
 Angola ,1.39179,0.110058,0.13338,-0.0645643,-0.0970917,-0.131851,-0.0317501,-0.102442,-0.114969,0.013278,-0.0679222,-0.0618316,0.181979,-0.0671555
 Angola ,1.45891,0.0230782,0.016705,-0.0304377,-0.111002,-0.143354,-0.0180237,-0.114144,-0.132231,-0.0303181,-0.0899756,-0.0831611,0.433369,-0.086292
 Angola ,1.52603,-0.0307339,-0.0230168,-0.0731922,-0.17597,-0.149803,-0.0427826,-0.116667,-0.141966,-0.0781453,-0.107898,-0.101305,0.559248,-0.103261
 Angola ,1.59314,-0.0580149,-0.110529,-0.155295,-0.202981,-0.15694,-0.0994246,-0.130143,-0.156179,-0.0986488,-0.129958,-0.130065,0.278013,-0.129106
 Angola ,1.66026,0.007639,-0.112626,-0.0892989,-0.190922,-0.152642,-0.0587971,-0.128493,-0.153844,-0.0733579,-0.111756,-0.114106,0.555725,-0.11466
 Antigua and Barbuda ,-1.76264,-0.193147,-0.200992,-0.267,-0.254356,-0.17939,-0.196594,-0.154396,-0.169405,-0.180273,-0.183563,-0.185711,-0.0263829,-0.180786
 Antigua and Barbuda ,-1.69553,-0.19314,-0.200985,-0.266975,-0.254327,-0.179387,-0.196592,-0.15439,-0.169395,-0.180262,-0.183555,-0.185704,-0.0264105,-0.18078
 Antigua and Barbuda ,-1.62841,-0.193122,-0.20097,-0.266931,-0.254277,-0.179382,-0.196586,-0.154379,-0.169373,-0.180234,-0.18354,-0.185688,-0.0264495,-0.180767
 Antigua and Barbuda ,-1.56129,-0.193105,-0.200939,-0.266863,-0.254203,-0.179371,-0.196576,-0.154363,-0.16934,-0.1802,-0.183518,-0.185666,-0.0264956,-0.180748
 Antigua and Barbuda ,-1.49418,-0.193097,-0.200944,-0.266829,-0.254178,-0.179373,-0.196576,-0.154356,-0.169336,-0.180197,-0.183512,-0.185661,-0.0264534,-0.180744
 Antigua and Barbuda ,-1.42706,-0.193083,-0.200948,-0.266819,-0.254154,-0.179372,-0.196575,-0.154359,-0.169332,-0.180172,-0.18351,-0.185659,-0.0265325,-0.180741
 Antigua and Barbuda ,-1.35995,-0.193089,-0.200951,-0.266865,-0.254191,-0.179391,-0.196592,-0.154369,-0.169343,-0.180191,-0.183525,-0.185674,-0.0265724,-0.180755
 Antigua and Barbuda ,-1.29283,-0.193086,-0.20095,-0.266904,-0.254242,-0.179387,-0.196587,-0.154363,-0.169327,-0.180159,-0.183515,-0.185664,-0.0264953,-0.180746
 Antigua and Barbuda ,-1.22572,-0.193082,-0.200943,-0.266835,-0.254183,-0.179383,-0.196586,-0.154357,-0.169306,-0.180132,-0.183504,-0.185653,-0.0264534,-0.180737
 Antigua and Barbuda ,-1.1586,-0.193083,-0.200902,-0.266615,-0.25403,-0.179379,-0.19658,-0.154349,-0.169256,-0.180074,-0.183482,-0.185631,-0.0261346,-0.180719
 Antigua and Barbuda ,-1.09149,-0.193081,-0.200861,-0.266624,-0.253828,-0.179372,-0.19657,-0.154337,-0.169245,-0.180013,-0.183463,-0.185609,-0.0272626,-0.180701
 Antigua and Barbuda ,-1.02437,-0.193074,-0.200829,-0.266549,-0.253666,-0.17937,-0.196567,-0.154323,-0.169212,-0.179992,-0.183446,-0.185591,-0.027737,-0.180687
 Antigua and Barbuda ,-0.957254,-0.193074,-0.200882,-0.266577,-0.253804,-0.179365,-0.196565,-0.154304,-0.169169,-0.179961,-0.183431,-0.185575,-0.0271432,-0.180673
 Antigua and Barbuda ,-0.890138,-0.193062,-0.200881,-0.266452,-0.253849,-0.179363,-0.19656,-0.154286,-0.169136,-0.179928,-0.18341,-0.185556,-0.0262594,-0.180657
 Antigua and Barbuda ,-0.823022,-0.193076,-0.200832,-0.266269,-0.253464,-0.179359,-0.196553,-0.154268,-0.169099,-0.179844,-0.183384,-0.18553,-0.02737,-0.180632
 Antigua and Barbuda ,-0.755907,-0.193055,-0.200771,-0.266113,-0.253199,-0.179357,-0.196544,-0.154253,-0.169046,-0.179749,-0.183354,-0.185497,-0.0279769,-0.180604
 Antigua and Barbuda ,-0.688791,-0.193047,-0.200664,-0.265934,-0.252854,-0.179355,-0.196533,-0.154231,-0.169011,-0.179693,-0.183341,-0.185451,-0.0288945,-0.180578
 Antigua and Barbuda ,-0.621675,-0.193021,-0.200502,-0.265814,-0.252801,-0.179351,-0.196523,-0.154218,-0.168948,-0.179585,-0.183298,-0.185403,-0.0285562,-0.180544
 Antigua and Barbuda ,-0.55456,-0.193006,-0.200316,-0.265593,-0.252908,-0.179349,-0.196507,-0.154187,-0.168899,-0.179453,-0.183228,-0.185341,-0.0268397,-0.180498
 Antigua and Barbuda ,-0.487444,-0.192995,-0.200195,-0.265448,-0.252602,-0.179343,-0.196487,-0.154162,-0.168818,-0.179394,-0.183201,-0.1853,-0.0277204,-0.180464
 Antigua and Barbuda ,-0.420328,-0.192978,-0.200278,-0.265137,-0.252593,-0.179335,-0.196482,-0.154144,-0.168777,-0.179344,-0.18318,-0.185279,-0.0261572,-0.180447
 Antigua and Barbuda ,-0.353213,-0.192968,-0.200215,-0.264997,-0.252497,-0.179339,-0.196467,-0.154135,-0.168719,-0.179304,-0.183145,-0.185256,-0.0259422,-0.180429
 Antigua and Barbuda ,-0.286097,-0.192958,-0.200253,-0.264782,-0.252339,-0.179343,-0.196472,-0.154115,-0.168719,-0.179251,-0.183125,-0.185239,-0.0256776,-0.180416
 Antigua and Barbuda ,-0.218981,-0.192949,-0.200291,-0.2646,-0.252272,-0.179346,-0.196459,-0.154091,-0.168638,-0.17916,-0.183082,-0.185202,-0.0250919,-0.180388
 Antigua and Barbuda ,-0.151866,-0.19295,-0.200239,-0.264616,-0.252142,-0.179344,-0.196444,-0.154073,-0.168544,-0.178995,-0.183031,-0.185147,-0.0258669,-0.180347
 Antigua and Barbuda ,-0.0847501,-0.192946,-0.200166,-0.264815,-0.252048,-0.179345,-0.196464,-0.154067,-0.168583,-0.179079,-0.183043,-0.185159,-0.0274044,-0.180358
 Antigua and Barbuda ,-0.0176345,-0.192927,-0.200044,-0.26481,-0.25189,-0.179343,-0.196472,-0.154034,-0.168484,-0.17896,-0.182986,-0.185102,-0.0282207,-0.180317
 Antigua and Barbuda ,0.0494812,-0.192891,-0.199944,-0.264577,-0.25183,-0.179337,-0.19646,-0.154007,-0.168358,-0.178872,-0.182935,-0.185054,-0.0273357,-0.180276
 Antigua and Barbuda ,0.116597,-0.19288,-0.199792,-0.264447,-0.251765,-0.179332,-0.196463,-0.153955,-0.168285,-0.178828,-0.182886,-0.185006,-0.0270102,-0.180235
 Antigua and Barbuda ,0.183713,-0.192864,-0.199666,-0.264408,-0.251547,-0.179327,-0.196439,-0.153944,-0.168177,-0.178749,-0.18285,-0.184968,-0.0279729,-0.1802
 Antigua and Barbuda ,0.250828,-0.192854,-0.199556,-0.264442,-0.251718,-0.179324,-0.196411,-0.15392,-0.168152,-0.17871,-0.182851,-0.18495,-0.0272348,-0.180173
 Antigua and Barbuda ,0.317944,-0.192861,-0.19994,-0.264565,-0.251784,-0.179321,-0.196376,-0.153906,-0.168299,-0.178711,-0.182843,-0.18496,-0.0275207,-0.180189
 Antigua and Barbuda ,0.385059,-0.192831,-0.199843,-0.264665,-0.251851,-0.179316,-0.196384,-0.153874,-0.16831,-0.178683,-0.182831,-0.184931,-0.0276789,-0.180168
 Antigua and Barbuda ,0.452175,-0.19281,-0.199727,-0.264466,-0.251517,-0.179308,-0.19638,-0.153863,-0.168268,-0.17858,-0.18279,-0.184893,-0.0284362,-0.180139
 Antigua and Barbuda ,0.519291,-0.192814,-0.199617,-0.264058,-0.251198,-0.179303,-0.196372,-0.153831,-0.168319,-0.178446,-0.182738,-0.184833,-0.0280285,-0.180107
